# All functions Ghidra discovered.
# entry                section     size    name
0x00000001800a39e0  .text            1  FUN_1800a39e0
0x00000001800a3a1a  .text            1  FUN_1800a3a1a
0x00000001800a3a68  .text            1  FUN_1800a3a68
0x00000001800a3ac0  .text            1  FUN_1800a3ac0
0x00000001800a3b72  .text            1  FUN_1800a3b72
0x00000001800a3c1e  .text            1  FUN_1800a3c1e
0x00000001800a3e77  .text            1  FUN_1800a3e77
0x00000001800a3eaf  .text            1  FUN_1800a3eaf
0x00000001800a3ed0  .text            1  FUN_1800a3ed0
0x00000001800a3f82  .text            1  FUN_1800a3f82
0x00000001800a402e  .text            1  FUN_1800a402e
